"date","resp","inversa","logstica","identidade"
"2022-11-01",21.8234958648682,23.7305091889494,23.6451876296274,23.7301675570178
"2022-11-03",21.8892707824707,23.5456719672337,23.3972173802163,23.4211198899329
"2022-11-04",20.6833515167236,23.3744999209821,23.0475096399506,23.0969858767561
"2022-11-07",19.8428630828857,22.9686114908503,22.6101596899967,22.6543908344844
"2022-11-08",19.98903465271,22.2766282053458,21.995591080476,21.8652904823857
"2022-11-09",19.6601448059082,21.814262076209,21.5481225205155,21.2922663383487
"2022-11-10",19.0900764465332,21.1568171423612,20.8806233985548,20.8584958646317
"2022-11-11",19.7259254455566,20.54612666916,20.2511077560066,20.2328174327054
"2022-11-14",20.244836807251,20.4671534975495,20.1871125329357,20.1160002920787
"2022-11-16",19.8428630828857,20.262579501225,19.9918914470309,19.8621164267012
"2022-11-17",19.850170135498,19.9344035891754,19.7588706867087,19.6103552854699
"2022-11-18",19.5139751434326,19.8325482591739,19.699765229525,19.4354334226423
"2022-11-21",19.5724430084229,19.9356240929725,19.7928063302497,19.527505036604
"2022-11-22",19.4879932403564,20.1146623102046,19.9418790171376,19.7662817580437
"2022-11-23",19.5798797607422,19.9523323221786,19.8536550533342,19.5722642291324
"2022-11-25",19.9307117462158,20.0110414939722,19.9431694267855,19.6409084144094
"2022-11-28",20.3483715057373,19.8548829032166,19.8309347496064,19.4610962927979
"2022-11-29",21.2003955841064,20.1500207648645,20.1512300667701,19.78991907776
"2022-11-30",22.2696056365967,20.6741186402345,20.6409844746739,20.4504818927107
"2022-12-01",21.3758144378662,21.0241047546652,20.9613623840264,20.9574612042526
"2022-12-02",21.6431159973145,21.2176875471992,21.2206395063383,21.1859740608319
"2022-12-05",21.4008731842041,21.0729386782102,21.1900262373413,21.1720852148103
"2022-12-06",21.4175796508789,20.9783698532032,21.2291526003848,21.1188224897973
"2022-12-07",21.1753368377686,21.1192335001904,21.4215361111843,21.2932952318269
"2022-12-08",20.6992053985596,21.0377018603106,21.3497319014653,21.2828355912374
"2022-12-09",20.6407318115234,20.846410861223,21.1345894463893,21.0182277695635
"2022-12-12",19.9724769592285,20.6999616588549,20.9207358890957,20.8554293683203
"2022-12-13",19.4796390533447,20.3754601925883,20.5168177430369,20.4150061068668
"2022-12-14",17.9342975616455,20.2609742798795,20.2727454871585,20.092848583643
"2022-12-15",18.4104309082031,19.98212911232,19.9613988172789,19.7100428871044
"2022-12-16",18.4187831878662,19.6219707559083,19.5977352585597,19.2105928890692
"2022-12-19",18.6944389343262,19.6003779286087,19.5126710603645,18.9848072668752
"2022-12-20",19.270809173584,19.6065250474068,19.4799140315977,18.8522294857072
"2022-12-21",19.6884689331055,19.819568664649,19.6158040806097,19.1153188533121
"2022-12-22",20.0393028259277,19.7984090530739,19.6344809508624,19.1536406022558
"2022-12-23",20.9832153320312,20.3409364436697,20.1558599878044,19.7088055482081
"2022-12-27",20.9748611450195,20.5846988178161,20.5075030243919,20.2235383396601
"2022-12-28",20.7159118652344,20.6293170430968,20.638270886134,20.2607011578415
"2022-12-29",20.4653167724609,20.7357922545905,20.7845227694334,20.4573650053425
"2023-01-03",18.6610279083252,20.1572962201846,20.2112513470892,19.9599200927085
"2023-01-04",19.2541027069092,19.6863133804514,19.8257790834172,19.3209638418615
"2023-01-05",19.9474182128906,19.7921267190958,19.8812859541968,19.3552223370749
"2023-01-06",19.830472946167,19.9138469666292,19.9595406635922,19.4164637968668
"2023-01-09",19.9390659332275,20.1223733890037,20.0939941153161,19.6732766116764
"2023-01-10",20.1228351593018,20.1074485397396,20.0676966326386,19.562932590124
"2023-01-11",20.2815475463867,20.4733966217156,20.3758340427581,19.9181782310884
"2023-01-12",20.5739078521729,20.7456330393206,20.6388174367514,20.3028129172264
"2023-01-13",20.5237884521484,20.9709613628772,20.8396033683192,20.6308729209308
"2023-01-17",21.3173427581787,21.0124812930688,20.9117771410677,20.7543922621448
"2023-01-18",20.9414482116699,21.2013963349678,21.1208176361983,20.9828500867923
"2023-01-19",21.626407623291,21.1384665685869,21.092847256596,20.9795831307679
"2023-01-20",22.0273628234863,21.3279269353316,21.2731575641141,21.2729049844719
"2023-01-23",22.3781967163086,21.4030436373874,21.3813628248548,21.4313246161122
"2023-01-24",22.2194862365723,21.5393259293843,21.5953669845507,21.6004885553855
"2023-01-25",22.5034942626953,21.9877405785822,22.0436760906498,22.090277419454
"2023-01-26",21.9271240234375,22.2608620162691,22.2520028690843,22.376340227772
"2023-01-27",21.4008731842041,22.2331414828147,22.2573289042397,22.4406455507513
"2023-01-30",21.509464263916,22.0850233240986,22.1765777667265,22.2653683832718
"2023-01-31",21.7767658233643,22.045804711264,22.1469009176409,22.2027571016067
"2023-02-01",21.4760513305664,22.0173242374747,22.127644239637,22.1586965364415
"2023-02-02",20.4820232391357,21.897952076027,21.9879089223784,21.9677177969758
"2023-02-03",20.7075595855713,21.5253584002454,21.6585901625135,21.6931001974715
"2023-02-06",21.5345249176025,21.2672682781639,21.4110978627372,21.4030592654035
"2023-02-07",21.4008731842041,21.3080259680615,21.3852935056418,21.4799008566896
"2023-02-08",21.7600612640381,21.249001675692,21.3193970183679,21.3788113269358
"2023-02-09",21.6598224639893,21.1685465087496,21.254108216954,21.3751410446348
"2023-02-10",22.3197231292725,21.0979668597705,21.1867579508864,21.2928764815661
"2023-02-13",22.3865489959717,21.4816922230828,21.5641551097707,21.7440058313578
"2023-02-14",22.3030185699463,21.657583303531,21.7759202189709,22.0695651358354
"2023-02-15",22.3364295959473,21.6694445123707,21.819452065066,22.080763897514
"2023-02-16",22.428316116333,21.6530812986828,21.8429775069909,22.1374411138826
"2023-02-17",22.0858364105225,21.5713658439244,21.8275223018401,22.1302400375566
"2023-02-22",21.5178184509277,21.5914487073743,21.8873617400056,22.1858114763872
"2023-02-23",22.1777191162109,21.6465280557557,21.892273027098,22.247215551468
"2023-02-24",21.6347618103027,21.5773829544688,21.7844437747602,22.2131140123311
"2023-02-27",21.8435916900635,21.3679671657769,21.6140803735278,21.947846373869
"2023-02-28",21.0834522247314,21.3093101488445,21.4929356944775,21.8429649914094
"2023-03-01",21.1335716247559,21.107602097912,21.2724472833953,21.591000240935
"2023-03-02",20.5822601318359,21.1393267785451,21.2410917760326,21.5598298681356
"2023-03-03",21.467700958252,21.0985526088226,21.182210922396,21.5236488837285
"2023-03-06",21.6848812103271,21.1498064408806,21.2077835378531,21.4824117373867
"2023-03-07",20.9665069580078,21.1357940136157,21.234899777435,21.4368412063932
"2023-03-08",21.2338104248047,21.0754951696815,21.1863995751301,21.2432384277212
"2023-03-09",21.1419239044189,21.1524012997109,21.2734108272683,21.3447828530754
"2023-03-10",20.866268157959,21.0581980732924,21.1567639788582,21.2885793416244
"2023-03-13",20.2063674926758,20.867772650772,21.0270797775022,21.0542003754691
"2023-03-14",19.8471794128418,20.594658231617,20.8103897330019,20.6848635398948
"2023-03-15",19.4963455200195,20.3272829307273,20.585423667037,20.295091581261
"2023-03-16",19.4295215606689,20.1956905249999,20.4057350890147,20.0284524180219
"2023-03-17",19.6383495330811,20.069098103386,20.2700362376984,19.9321051330784
"2023-03-20",19.153865814209,19.8086520334195,19.9592883856319,19.5689620350734
"2023-03-21",19.5464649200439,19.8270370360995,19.9046383949661,19.5472791553055
"2023-03-22",19.4879932403564,19.7707870338151,19.804239127456,19.4745179421985
"2023-03-23",19.0452728271484,19.6120200023468,19.6445976476515,19.3647637243729
"2023-03-24",19.0369205474854,19.4526896012796,19.5070028684642,19.123351521516
"2023-03-27",19.3626956939697,19.6248881257493,19.6001061448576,19.3272876878903
"2023-03-28",19.7051753997803,19.7552133374126,19.7088065469183,19.4753663515203
"2023-03-29",19.9641246795654,19.8664322744837,19.8377183815367,19.6569025893036
"2023-03-30",20.0225963592529,20.0315472276235,19.9816494629777,19.8220595245597
"2023-03-31",19.5882301330566,20.0726738562033,20.0044532978697,19.9565791862323
"2023-04-03",20.4569625854492,20.4079786917255,20.2392772594667,20.344800635142
"2023-04-04",20.273193359375,20.5489768329038,20.4014679652297,20.5022340012678
"2023-04-05",20.3400192260742,20.6085716617197,20.4814707869985,20.6093560111199
"2023-04-06",20.0476570129395,20.7127794007408,20.5762031962166,20.755498729879
"2023-04-10",20.473669052124,20.7186123860592,20.6194124092445,20.7422902686467
"2023-04-11",21.4342842102051,20.9674513132492,20.8546944409545,20.9304364340962
"2023-04-12",21.59299659729,21.3763441473051,21.2245889191824,21.3923800535015
"2023-04-13",21.7433547973633,21.6599171680498,21.5204409617633,21.7573617511112
"2023-04-14",21.9688892364502,21.841071555337,21.7215026866338,21.9554082118747
"2023-04-17",22.3113708496094,22.0441167230774,21.9837747653688,22.2189513059523
"2023-04-18",22.8793869018555,22.2134537720651,22.213113721945,22.5021052339926
"2023-04-19",22.1443061828613,22.1574487393561,22.2579643351256,22.559732612345
"2023-04-20",22.2946643829346,21.9619561937067,22.1765493104196,22.383991944848
"2023-04-24",22.7206783294678,22.2034214880593,22.3750348244271,22.6387395767448
"2023-04-25",22.628791809082,22.282826563874,22.5125181464827,22.7431080406219
"2023-04-26",22.344783782959,22.0807385832049,22.4228856336564,22.6642925853802
"2023-04-27",21.8018264770508,22.1188512598559,22.4244278262642,22.6418867275289
"2023-04-28",22.2434043884277,22.3041108324932,22.527251217902,22.7646088838708
"2023-05-02",21.3424053192139,22.0147549807189,22.3543242656366,22.5272352642897
"2023-05-03",21.2673206329346,21.7393343329444,22.1620727036414,22.1886353954395
"2023-05-04",21.6051959991455,21.8088662097832,22.1815700370208,22.1650250291273
"2023-05-05",22.5249652862549,22.0240566898759,22.3020609828755,22.2512276534186
"2023-05-08",23.0036201477051,22.2070716992447,22.4335148929999,22.4593810355623
"2023-05-09",23.0787048339844,22.2161244673112,22.4781360785603,22.4860463954979
"2023-05-10",23.0223922729492,22.3218858829741,22.6121109839851,22.6194742968117
"2023-05-11",23.8670787811279,22.6975678344823,23.0336482578356,23.0231362640582
"2023-05-12",24.6366806030273,23.0723723847395,23.4663609276756,23.4727905397994
"2023-05-15",24.0829410552979,23.4322444329347,23.8116787235797,23.8424895589988
"2023-05-16",24.6836071014404,23.7179254978157,24.1122497833254,24.1979362505571
"2023-05-17",24.0829410552979,23.8550454724877,24.216065991044,24.2514164293404
"2023-05-18",24.2237224578857,23.9922413165833,24.3904049136003,24.3765321474666
"2023-05-19",24.1861820220947,24.0485813543572,24.4845163598288,24.4492717681938
"2023-05-22",24.0454006195068,23.944229489418,24.4012061457075,24.3968847857091
"2023-05-23",24.6366806030273,24.0278488902782,24.4399782026239,24.4985841807297
"2023-05-24",25.0120964050293,24.0911460718345,24.480127821146,24.6420431224278
"2023-05-25",24.824390411377,24.1494489307901,24.5841508075493,24.6420295139945
"2023-05-26",25.1528778076172,24.1598349885698,24.6248925389313,24.5948865172265
"2023-05-30",24.7680759429932,24.1981846694905,24.7841249998166,24.7379531146847
"2023-05-31",24.5146713256836,24.1646525258631,24.7981570305267,24.7328825911932
"2023-06-01",25.3030433654785,24.4507658125717,25.0130953368416,24.8056556932424
"2023-06-02",25.5095233917236,24.7365536466338,25.1970563058867,25.0248987254355
"2023-06-05",25.7817001342773,25.0734205761139,25.4620026465718,25.3113433288027
"2023-06-06",26.3260517120361,25.300860982015,25.6787944760759,25.5339389114613
"2023-06-07",27.0956573486328,25.7181536781331,26.0410569990212,25.8495575996743
"2023-06-09",28.4189987182617,26.0772997592046,26.4915194255436,26.2405389244469
"2023-06-12",28.9164237976074,26.7935283652155,27.2389623041704,26.8520534649151
"2023-06-13",28.8600006103516,27.4006064920475,27.7181945492694,27.4158915755181
"2023-06-14",30.1000003814697,28.2358028156632,28.4925531471002,27.9796703018421
"2023-06-15",29.3899993896484,28.9807720008408,29.0334405576988,28.6262525810669
"2023-06-16",29.6399993896484,29.5878686701322,29.5191357736677,29.091538656363
"2023-06-20",30.5699996948242,30.7379170135186,30.4622796139241,29.8648105644705
"2023-06-21",31.8500003814697,31.2660670533545,30.8594034887198,30.2399654060557
"2023-06-22",31.4500007629395,31.590850005637,31.2440927082557,30.5719670699914
"2023-06-23",30.1599998474121,31.6332329783215,31.2841201871438,30.553005491769
"2023-06-26",30.8400001525879,31.7111469970261,31.3793148332994,30.7063674542332
"2023-06-27",30.6000003814697,31.8995180073872,31.588115865998,30.8310730653848
"2023-06-28",30.8899993896484,31.8589899790527,31.5351613145473,30.8210685108152
"2023-06-29",31.0300006866455,32.0170126088884,31.6495437269017,30.7825010788847
"2023-06-30",29.5300006866455,31.5435804290206,31.2596857007963,30.4838202965423
"2023-07-03",30.0799999237061,31.7659811085729,31.3287678440069,30.4893549450347
"2023-07-05",30.1100006103516,31.3543723736473,31.0024354428886,30.296121237155
"2023-07-06",29.6499996185303,30.9230947147907,30.7083429168371,30.1512929196106
"2023-07-07",29.5,30.4652625463483,30.3286939472648,29.8314399293536
"2023-07-10",29.5499992370605,30.2941412725509,30.1773980350438,29.7476404721789
"2023-07-11",29.1499996185303,30.1251146561771,30.0088049311431,29.668549622745
"2023-07-12",29.1700000762939,30.3381517931625,30.0745824686552,29.6917389091708
"2023-07-13",29.6299991607666,30.5899638712255,30.1630350752915,29.7464983513126
"2023-07-14",29.0499992370605,30.389412330325,30.0407550842141,29.6317181719705
"2023-07-17",28.9899997711182,30.2810726905567,29.9909176795703,29.5308267349935
